No,UID,X,Y,Z
542,1000101020,-0.109644,-2.251263,87.748474
543,1000101021,-0.105743,-1.823016,88.174698
544,1000101022,-89.34082,-0.368042,0.55481
545,1000101023,-88.81842,-1.177734,0.22467
546,1000101024,-88.830605,-0.864075,0.80376
547,1000101025,-88.27536,-0.277438,1.705891
548,1000101026,-88.8834,-0.545966,0.971851
549,1000101018,-0.14447,-2.31427,87.682434
550,1000101019,-0.067126,-2.360523,87.637932
551,1000101020,-0.101898,-2.255933,87.742332
552,1000101021,-0.10203,-1.822698,88.17263
553,1000101022,-89.351807,-0.368042,0.549316
554,1000101023,-88.801392,-1.175537,0.215881
555,1000101024,-88.837425,-0.862866,0.792444
556,1000101025,-88.272934,-0.275416,1.702672
557,1000101026,-88.876862,-0.544702,0.977783
558,1000101018,-0.143372,-2.307678,87.683533
559,1000101019,-0.076135,-2.363818,87.639801
560,1000101020,-0.102667,-2.254559,87.744347
561,1000101021,-0.108776,-1.821808,88.172417
562,1000101022,-89.318848,-0.368042,0.582275
563,1000101023,-88.816772,-1.164551,0.213135
564,1000101024,-88.83049,-0.863855,0.784644
565,1000101025,-88.273209,-0.274087,1.708165
566,1000101026,-88.883171,-0.54613,0.982947
567,1000101018,-0.15271,-2.312073,87.683533
568,1000101019,-0.06416,-2.359204,87.640251
569,1000101020,-0.094867,-2.247034,87.752151
570,1000101021,-0.106249,-1.82261,88.1717
571,1000101022,-89.329834,-0.346069,0.571289
572,1000101023,-88.810181,-1.172241,0.23291
573,1000101024,-88.821609,-0.862646,0.799255
574,1000101025,-88.275124,-0.274856,1.702343
575,1000101026,-88.882248,-0.547449,0.983331
576,1000101018,-0.141724,-2.309875,87.687378
577,1000101019,-0.059436,-2.361621,87.637268
578,1000101020,-0.107117,-2.248956,87.747841
579,1000101021,-0.102393,-1.823401,88.170792
580,1000101022,-89.346313,-0.368042,0.549316
581,1000101023,-88.807434,-1.157959,0.240051
582,1000101024,-88.826637,-0.856714,0.792664
583,1000101025,-88.274239,-0.278987,1.709615
584,1000101026,-88.879082,-0.545746,0.973169
585,1000101018,-0.138428,-2.30603,87.686829
586,1000101019,-0.065808,-2.361182,87.640137
587,1000101020,-0.103217,-2.251758,87.746185
588,1000101021,-0.107809,-1.822972,88.172462
589,1000101022,-89.335327,-0.373535,0.571289
590,1000101023,-88.804688,-1.168396,0.235657
591,1000101024,-88.831825,-0.864954,0.80387
592,1000101025,-88.275276,-0.277581,1.706913
593,1000101026,-88.881775,-0.546185,0.982617
594,1000101017,-0.142822,-1.763306,88.231201
595,1000101018,-0.153809,-2.305481,87.68573
596,1000101019,-0.05647,-2.359973,87.635712
597,1000101020,-0.097394,-2.254724,87.742279
598,1000101021,-0.105425,-1.822379,88.174362
599,1000101022,-89.34082,-0.357056,0.565796
600,1000101023,-88.81073,-1.162354,0.234009
601,1000101024,-88.830719,-0.864075,0.793872
602,1000101025,-88.274033,-0.276405,1.706364
603,1000101026,-88.882019,-0.541956,0.975641
604,1000101017,-0.131836,-1.774292,88.220215
605,1000101018,-0.138977,-2.307129,87.690674
606,1000101019,-0.057349,-2.362939,87.638145
607,1000101020,-0.094922,-2.247089,87.750458
608,1000101021,-0.104854,-1.82049,88.175232
609,1000101022,-89.362793,-0.346069,0.543823
610,1000101023,-88.803589,-1.160706,0.232361
611,1000101024,-88.838287,-0.869348,0.792773
612,1000101025,-88.273483,-0.276262,1.703353
613,1000101026,-88.887909,-0.54646,0.978827
614,1000101017,-0.131836,-1.774292,88.220215
615,1000101018,-0.143372,-2.318115,87.684631
616,1000101019,-0.066467,-2.361182,87.63781
617,1000101020,-0.104974,-2.251483,87.745781
618,1000101021,-0.102162,-1.822357,88.173477
619,1000101022,-89.324341,-0.373535,0.565796
620,1000101023,-88.805237,-1.185425,0.241699
621,1000101024,-88.831497,-0.859241,0.78783
622,1000101025,-88.274857,-0.274658,1.705364
623,1000101026,-88.882423,-0.546844,0.979047
624,1000101017,-0.131836,-1.768799,88.220215
625,1000101018,-0.151062,-2.305481,87.686829
626,1000101019,-0.061084,-2.360193,87.63974
627,1000101020,-0.09267,-2.246759,87.753441
628,1000101021,-0.106732,-1.821291,88.175705
629,1000101022,-89.362793,-0.357056,0.55481
630,1000101023,-88.812927,-1.176636,0.258728
631,1000101024,-88.825783,-0.858142,0.790576
632,1000101025,-88.274651,-0.277185,1.701804
633,1000101026,-88.88179,-0.547009,0.981244
634,1000101017,-0.137329,-1.774292,88.220215
635,1000101018,-0.142822,-2.303833,87.687927
636,1000101019,-0.062183,-2.360083,87.641602
637,1000101020,-0.104205,-2.255109,87.745361
638,1000101021,-0.104755,-1.821335,88.175362
639,1000101022,-89.34082,-0.357056,0.55481
640,1000101023,-88.804688,-1.164551,0.22467
641,1000101024,-88.83017,-0.863855,0.782117
642,1000101025,-88.275841,-0.27602,1.704595
643,1000101026,-88.879601,-0.545526,0.97251
644,1000101017,-0.137329,-1.774292,88.220215
645,1000101018,-0.141724,-2.307129,87.692871
646,1000101019,-0.076575,-2.36217,87.639046
647,1000101020,-0.105908,-2.251483,87.744736
648,1000101021,-0.107963,-1.820951,88.173622
649,1000101022,-89.324341,-0.368042,0.549316
650,1000101023,-88.801392,-1.1651,0.253235
651,1000101024,-88.836311,-0.862756,0.790247
652,1000101025,-88.27066,-0.276834,1.703452
653,1000101026,-88.880241,-0.536407,0.977618
654,1000101017,-0.142822,-1.768799,88.225708
655,1000101018,-0.138428,-2.307129,87.681885
656,1000101019,-0.067236,-2.363269,87.639626
657,1000101020,-0.093549,-2.246594,87.750587
658,1000101021,-0.103019,-1.823104,88.172539
659,1000101022,-89.34082,-0.373535,0.549316
660,1000101023,-88.803589,-1.169495,0.266968
661,1000101024,-88.828743,-0.861877,0.786511
662,1000101025,-88.278084,-0.276779,1.704924
663,1000101026,-88.88575,-0.545416,0.982123
664,1000101017,-0.12085,-1.768799,88.231201
665,1000101018,-0.154358,-2.307129,87.683533
666,1000101019,-0.057129,-2.358655,87.637032
667,1000101020,-0.104095,-2.250934,87.746056
668,1000101021,-0.103634,-1.822654,88.171478
669,1000101022,-89.318848,-0.368042,0.571289
670,1000101023,-88.80249,-1.172241,0.245544
671,1000101024,-88.837669,-0.858142,0.792224
672,1000101025,-88.275444,-0.274911,1.703309
673,1000101026,-88.883453,-0.548767,0.98476
674,1000101017,-0.131836,-1.768799,88.231201
675,1000101018,-0.142822,-2.307129,87.689575
676,1000101019,-0.067786,-2.357446,87.640381
677,1000101020,-0.103162,-2.250549,87.745514
678,1000101021,-0.107534,-1.821193,88.174118
679,1000101022,-89.329834,-0.351562,0.565796
680,1000101023,-88.798645,-1.187622,0.24884
681,1000101024,-88.834671,-0.864514,0.787061
682,1000101025,-88.275948,-0.27679,1.705408
683,1000101026,-88.879784,-0.544977,0.979596
684,1000101017,-0.137329,-1.768799,88.225708
685,1000101018,-0.143921,-2.309326,87.679138
686,1000101019,-0.07207,-2.361731,87.636719
687,1000101020,-0.101074,-2.252252,87.742859
688,1000101021,-0.10604,-1.820479,88.174599
689,1000101022,-89.324341,-0.362549,0.576782
690,1000101023,-88.809631,-1.174988,0.255432
691,1000101024,-88.828522,-0.864514,0.785962
692,1000101025,-88.276688,-0.273461,1.703375
693,1000101026,-88.880722,-0.546075,0.982068
694,1000101017,-0.131836,-1.774292,88.220215
695,1000101018,-0.141174,-2.308777,87.681885
696,1000101019,-0.076135,-2.359643,87.638145
697,1000101020,-0.101953,-2.25368,87.740448
698,1000101021,-0.105216,-1.821379,88.173416
699,1000101022,-89.34082,-0.357056,0.543823
700,1000101023,-88.801392,-1.180481,0.226868
701,1000101024,-88.834785,-0.861768,0.790576
702,1000101025,-88.275429,-0.276537,1.704661
703,1000101026,-88.87764,-0.543878,0.978168
704,1000101017,-0.142822,-1.774292,88.220215
705,1000101018,-0.142822,-2.307129,87.685181
706,1000101019,-0.063062,-2.361401,87.642166
707,1000101020,-0.104645,-2.253186,87.745056
708,1000101021,-0.105623,-1.820764,88.174301
709,1000101022,-89.346313,-0.368042,0.560303
710,1000101023,-88.799194,-1.18103,0.255432
711,1000101024,-88.834236,-0.85957,0.791785
712,1000101025,-88.275749,-0.276998,1.702595
713,1000101026,-88.880333,-0.544373,0.9763
714,1000101017,-2.987732,-1.756824,86.532921
715,1000101018,-0.149963,-2.30603,87.691223
716,1000101019,-0.073389,-2.36261,87.637268
717,1000101020,-0.105249,-2.254449,87.745598
718,1000101021,-0.101667,-1.823555,88.173729
719,1000101022,-89.362793,-0.351562,0.53833
720,1000101023,-88.806335,-1.164001,0.255432
721,1000101024,-88.826111,-0.865063,0.79519
722,1000101025,-88.275032,-0.275625,1.703485
723,1000101026,-88.886078,-0.544043,0.978662
724,1000101017,-2.421167,-1.758472,87.00872
725,1000101018,-2.987237,-2.274609,86.24469
726,1000101019,-2.907806,-2.352887,86.261902
727,1000101020,-2.944665,-2.213031,86.313293
728,1000101021,-0.107007,-1.82128,88.174362
729,1000101022,-89.346313,-0.357056,0.549316
730,1000101023,-88.806335,-1.17334,0.232361
731,1000101024,-88.832367,-0.863416,0.789587
732,1000101025,-88.275856,-0.275493,1.70443
733,1000101026,-88.879196,-0.549261,0.977289
734,1000101017,-2.423584,-1.757428,87.003166
735,1000101018,-2.432044,-2.282849,86.66301
736,1000101019,-2.353217,-2.354865,86.670662
737,1000101020,-2.375299,-2.214844,86.749435
738,1000101021,-2.952631,-1.808075,86.533844
739,1000101022,-86.755516,-3.194165,0.596283
740,1000101023,-85.993172,-4.000781,0.236261
741,1000101024,-88.830498,-0.864734,0.789148
742,1000101025,-88.275154,-0.275691,1.699475
743,1000101026,-88.877029,-0.544647,0.986407
744,1000101017,-2.428033,-1.758362,87.009178
745,1000101018,-2.431,-2.286584,86.659256
746,1000101019,-2.359479,-2.355689,86.670059
747,1000101020,-2.376398,-2.215778,86.75045
748,1000101021,-2.392108,-1.814941,87.000885
749,1000101022,-87.308342,-2.631171,0.584418
750,1000101023,-86.551384,-3.441028,0.248071
751,1000101024,-86.229492,-3.698273,0.762726
752,1000101025,-86.471077,-3.108691,1.673328
753,1000101026,-86.482796,-3.384119,0.982123
754,1000101017,-1.857898,-1.761053,87.445442
755,1000101018,-2.435449,-2.282794,86.664886
756,1000101019,-2.347064,-2.354974,86.677986
757,1000101020,-2.384473,-2.223523,86.742775
758,1000101021,-2.389087,-1.81593,86.996201
759,1000101022,-87.30735,-2.636389,0.581232
760,1000101023,-86.551872,-3.437677,0.251477
761,1000101024,-86.776291,-3.13764,0.773108
762,1000101025,-86.958031,-2.548663,1.677667
763,1000101026,-87.017166,-2.822662,0.985309
764,1000101017,-1.859546,-1.757812,87.445099
765,1000101018,-2.432428,-2.280597,86.667725
766,1000101019,-1.779071,-2.357172,87.048897
767,1000101020,-1.821753,-2.228467,87.123497
768,1000101021,-2.39101,-1.81626,87.000725
769,1000101022,-87.309349,-2.63172,0.588153
770,1000101023,-86.554482,-3.434821,0.247577
771,1000101024,-86.777161,-3.134564,0.774976
772,1000101025,-86.950996,-2.549872,1.681073
773,1000101026,-87.018417,-2.823102,0.973444
774,1000101017,-1.857184,-1.762042,87.436691
775,1000101018,-1.861633,-2.287518,87.053955
776,1000101019,-1.782916,-2.355798,87.043137
777,1000101020,-1.814886,-2.223743,87.134789
778,1000101021,-1.823895,-1.817303,87.426422
779,1000101022,-87.857422,-2.063342,0.578375
780,1000101023,-87.114326,-2.871991,0.260101
781,1000101024,-86.775017,-3.132642,0.772833
782,1000101025,-86.950951,-2.552838,1.678601
783,1000101026,-87.01873,-2.819257,0.977893
784,1000101017,-1.291003,-1.768414,87.816856
785,1000101018,-1.863007,-2.288013,87.046692
786,1000101019,-1.790881,-2.35816,87.039597
787,1000101020,-1.820929,-2.228577,87.122444
788,1000101021,-1.829443,-1.817688,87.422546
789,1000101022,-87.855194,-2.068286,0.580518
790,1000101023,-87.112679,-2.87699,0.254608
791,1000101024,-87.314911,-2.574866,0.775854
792,1000101025,-87.39872,-1.986053,1.684259
793,1000101026,-87.539841,-2.251758,0.977289
794,1000101017,-1.285895,-1.767865,87.814667
795,1000101018,-1.868225,-2.285156,87.051117
796,1000101019,-1.208826,-2.356732,87.346161
797,1000101020,-1.246893,-2.239069,87.439774
798,1000101021,-1.820325,-1.813898,87.425186
799,1000101022,-87.852638,-2.077679,0.585077
800,1000101023,-87.114456,-2.877429,0.268341
801,1000101024,-87.318291,-2.565912,0.774152
802,1000101025,-87.396881,-1.98512,1.681677
803,1000101026,-87.542542,-2.253351,0.981079
804,1000101017,-1.283203,-1.76792,87.816277
805,1000101018,-1.292102,-2.296747,87.368164
806,1000101019,-1.219427,-2.358435,87.345284
807,1000101020,-1.248212,-2.238794,87.434433
808,1000101021,-1.254419,-1.818127,87.794304
809,1000101022,-87.857445,-2.071472,0.577386
810,1000101023,-87.679298,-2.310864,0.260321
811,1000101024,-87.320702,-2.573163,0.77948
812,1000101025,-87.398506,-1.982593,1.678931
813,1000101026,-87.545609,-2.260382,0.979047
814,1000101017,-0.7073,-1.765393,88.102882
815,1000101018,-1.291168,-2.295483,87.366936
816,1000101019,-1.21778,-2.355359,87.345154
817,1000101020,-1.240356,-2.232587,87.44593
818,1000101021,-1.25365,-1.817633,87.793503
819,1000101022,-88.395935,-1.497162,0.577661
820,1000101023,-87.682343,-2.316962,0.270099
821,1000101024,-87.851608,-2.00484,0.77926
822,1000101025,-87.796135,-1.419983,1.688489
823,1000101026,-88.04538,-1.692609,0.979431
824,1000101017,-0.125903,-1.769073,88.227226
825,1000101018,-1.294464,-2.298889,87.36528
826,1000101019,-0.635394,-2.358875,87.558044
827,1000101020,-0.682361,-2.243079,87.655037
828,1000101021,-1.255188,-1.817578,87.794464
829,1000101022,-88.395233,-1.497876,0.571783
830,1000101023,-87.677528,-2.309766,0.262463
831,1000101024,-87.855286,-2.004126,0.781458
832,1000101025,-87.791527,-1.416852,1.689038
833,1000101026,-88.05027,-1.685962,0.980255
834,1000101017,-0.137769,-1.77204,88.224586
835,1000101018,-0.715814,-2.300977,87.58889
836,1000101019,-0.071027,-2.36261,87.633514
837,1000101020,-0.103986,-2.252417,87.741638
838,1000101021,-0.684009,-1.818347,88.061218
839,1000101022,-88.393372,-1.505182,0.569037
840,1000101023,-88.240204,-1.748254,0.274603
841,1000101024,-87.858719,-2.006708,0.77926
842,1000101025,-87.792786,-1.41828,1.6875
843,1000101026,-88.054726,-1.684808,0.983936
844,1000101017,-0.13656,-1.770612,88.222946
845,1000101018,-0.144855,-2.308008,87.685791
846,1000101019,-0.06839,-2.357281,87.639435
847,1000101020,-0.104865,-2.252637,87.745499
848,1000101021,-0.10459,-1.818073,88.17881
849,1000101022,-88.917503,-0.932355,0.559698
850,1000101023,-88.804031,-1.166144,0.281854
851,1000101024,-88.363167,-1.432672,0.777722
852,1000101025,-88.102829,-0.844629,1.700629
853,1000101026,-88.511757,-1.116596,0.985803
854,1000101017,0.444342,-1.775006,88.16806
855,1000101018,-0.145679,-2.306525,87.689903
856,1000101019,-0.062732,-2.357446,87.639519
857,1000101020,-0.104205,-2.249066,87.747276
858,1000101021,-0.107117,-1.822687,88.175529
859,1000101022,-89.337029,-0.358429,0.567609
860,1000101023,-88.804794,-1.169165,0.278119
861,1000101024,-88.832184,-0.861053,0.786127
862,1000101025,-88.277023,-0.274054,1.708154
863,1000101026,-88.878197,-0.547504,0.985748
864,1000101017,0.448407,-1.769073,88.175041
865,1000101018,-0.147272,-2.307294,87.685364
866,1000101019,0.518884,-2.361456,87.579842
867,1000101020,0.481366,-2.262854,87.685097
868,1000101021,-0.10426,-1.821149,88.175217
869,1000101022,-89.339035,-0.360516,0.562665
870,1000101023,-88.800491,-1.166144,0.285315
871,1000101024,-88.840309,-0.858966,0.786841
872,1000101025,-88.280655,-0.276361,1.702826
873,1000101026,-88.876427,-0.547174,0.98443
874,1000101017,0.45022,-1.76814,88.176094
875,1000101018,0.434949,-2.315698,87.64196
876,1000101019,0.51048,-2.363818,87.581825
877,1000101020,0.478784,-2.26159,87.683525
878,1000101021,0.472467,-1.822412,88.116631
879,1000101022,-89.340446,-0.360516,0.556512
880,1000101023,-89.344856,-0.594305,0.279382
881,1000101024,-88.831306,-0.860834,0.782336
882,1000101025,-88.2836,-0.271967,1.698926
883,1000101026,-88.878342,-0.541187,0.985309
884,1000101017,1.029419,-1.771545,87.947487
885,1000101018,0.433575,-2.312787,87.648193
886,1000101019,0.511139,-2.36283,87.583832
887,1000101020,0.475983,-2.260602,87.682999
888,1000101021,0.473566,-1.82005,88.116112
889,1000101022,-89.399719,0.22088,0.562885
890,1000101023,-89.337479,-0.596228,0.286469
891,1000101024,-89.166016,-0.283063,0.806342
892,1000101025,-88.272423,0.306189,1.70387
893,1000101026,-89.012482,0.037408,0.98454
894,1000101017,1.022552,-1.776544,87.94986
895,1000101018,0.436926,-2.317786,87.642967
896,1000101019,1.086823,-2.362115,87.397667
897,1000101020,1.057544,-2.270325,87.491898
898,1000101021,0.475433,-1.823511,88.1138
899,1000101022,-89.401581,0.218848,0.557227
900,1000101023,-89.343887,-0.59491,0.288666
901,1000101024,-89.158028,-0.284271,0.794092
902,1000101025,-88.264885,0.302454,1.708649
903,1000101026,-89.019524,0.033014,0.984705
904,1000101017,1.607465,-1.777972,87.600311
905,1000101018,1.013324,-2.319214,87.469391
906,1000101019,1.094183,-2.36261,87.394424
907,1000101020,1.057159,-2.268127,87.497757
908,1000101021,1.052765,-1.821094,87.893799
909,1000101022,-89.40049,0.218079,0.557886
910,1000101023,-89.713264,-0.016589,0.292072
911,1000101024,-89.156593,-0.284436,0.80332
912,1000101025,-88.269958,0.304047,1.705792
913,1000101026,-89.015549,0.030597,0.984595
914,1000101017,1.617572,-1.769403,87.599457
915,1000101018,1.021399,-2.320148,87.464638
916,1000101019,1.678381,-2.363489,87.097191
917,1000101020,1.645093,-2.27428,87.190559
918,1000101021,1.053754,-1.823785,87.890419
919,1000101022,-89.027588,0.796124,0.551184
920,1000101023,-89.709023,-0.017798,0.288007
921,1000101024,-89.152695,0.29361,0.798706
922,1000101024,-89.152695,0.29361,0.798706
923,1000101025,-88.079109,0.886652,1.710022
924,1000101026,-88.833923,0.612653,0.990253
925,1000101017,1.616309,-1.770227,87.600433
926,1000101018,1.59137,-2.324652,87.176895
927,1000101019,1.683325,-2.363654,87.097771
928,1000101020,1.638501,-2.277136,87.19323
929,1000101021,1.635535,-1.824884,87.544281
930,1000101022,-89.031815,0.798706,0.552447
931,1000101023,-89.362862,0.563379,0.302563
932,1000101024,-89.147888,0.292181,0.793543
933,1000101025,-88.07589,0.882806,1.714801
934,1000101026,-88.837746,0.61062,0.986078
935,1000101017,1.606531,-1.774841,87.603767
936,1000101018,1.598071,-2.324158,87.179344
937,1000101019,1.672064,-2.366345,87.09549
938,1000101020,1.637402,-2.277301,87.192879
939,1000101021,1.638446,-1.823016,87.545013
940,1000101022,-88.523193,1.371039,0.551349
941,1000101023,-89.360703,0.563049,0.290973
942,1000101024,-88.810699,0.872809,0.804584
943,1000101025,-87.742462,1.462116,1.714911
944,1000101026,-88.447433,1.193994,0.993658
945,1000101017,2.196991,-1.781433,87.167488
946,1000101018,1.598236,-2.32674,87.175537
947,1000101019,1.676074,-2.370904,87.09623
948,1000101020,1.633557,-2.277081,87.194
949,1000101021,1.640863,-1.830267,87.544884
950,1000101022,-88.519768,1.379718,0.54223
951,1000101023,-89.357658,0.563544,0.305969
952,1000101024,-88.815422,0.873633,0.80398
953,1000101025,-87.746063,1.465356,1.718207
954,1000101026,-88.451286,1.195917,0.988495
955,1000101017,2.195014,-1.776599,87.177284
956,1000101018,1.601147,-2.329266,87.174782
957,1000101019,2.260602,-2.368488,86.724182
958,1000101020,2.23418,-2.279883,86.806007
959,1000101021,1.64317,-1.824719,87.539162
960,1000101022,-88.517929,1.376642,0.548767
961,1000101023,-89.360565,0.564368,0.298059
962,1000101024,-88.814674,0.873798,0.801508
963,1000101025,-87.741035,1.461896,1.717602
964,1000101026,-88.450607,1.1935,0.990198
965,1000101017,2.790143,-1.77182,86.687523
966,1000101018,2.189246,-2.334979,86.795135
967,1000101019,2.267084,-2.365851,86.717667
968,1000101020,2.232367,-2.280542,86.805687
969,1000101021,2.223193,-1.825653,87.117645
970,1000101022,-88.518867,1.376971,0.54657
971,1000101023,-88.810883,1.147137,0.304266
972,1000101024,-88.807831,0.874402,0.793488
973,1000101025,-87.745537,1.464313,1.71958
974,1000101026,-88.450294,1.190314,0.987561
975,1000101017,2.784814,-1.78028,86.692772
976,1000101018,2.188916,-2.331793,86.793533
977,1000101019,2.845459,-2.369202,86.29303
978,1000101020,2.824036,-2.284552,86.360657
979,1000101021,2.224841,-1.825708,87.12011
980,1000101022,-87.962502,1.958533,0.538275
981,1000101023,-88.811813,1.149554,0.301245
982,1000101024,-88.331764,1.455963,0.813153
983,1000101025,-87.322479,2.046698,1.714526
984,1000101026,-87.965881,1.775391,0.989429
985,1000101017,2.789209,-1.776325,86.684685
986,1000101018,2.774982,-2.341681,86.366516
987,1000101019,2.854578,-2.363928,86.285721
988,1000101020,2.810577,-2.286804,86.365349
989,1000101021,2.820355,-1.829993,86.636063
990,1000101022,-87.966736,1.961774,0.543439
991,1000101023,-88.237862,1.734082,0.308331
992,1000101024,-88.330208,1.455688,0.808759
993,1000101025,-87.319199,2.04884,1.719635
994,1000101026,-87.963211,1.781598,0.987726
995,1000101017,2.792999,-1.773578,86.689117
996,1000101018,2.77229,-2.339429,86.363258
997,1000101019,2.854193,-2.364148,86.28598
998,1000101020,2.821509,-2.288013,86.36171
999,1000101021,2.812171,-1.823621,86.640472
1000,1000101022,-87.39753,2.550751,0.528442
1001,1000101023,-88.237068,1.734247,0.311682
1002,1000101024,-87.800652,2.039941,0.813757
1003,1000101025,-86.844681,2.632928,1.720898
1004,1000101026,-87.434723,2.364258,0.992834
1005,1000101017,2.195398,-1.781653,87.169472
1006,1000101018,2.783331,-2.336023,86.363251
1007,1000101019,2.85293,-2.364423,86.284592
1008,1000101020,2.825244,-2.2901,86.360657
1009,1000101021,2.817389,-1.830322,86.635704
1010,1000101022,-87.399559,2.548004,0.533881
1011,1000101023,-88.238976,1.729797,0.310419
1012,1000101024,-87.795448,2.040491,0.812769
1013,1000101025,-86.852013,2.639136,1.722492
1014,1000101026,-87.437836,2.363983,0.990967
1015,1000101017,2.192596,-1.777863,87.167969
1016,1000101018,2.773059,-2.335803,86.370949
1017,1000101019,2.26637,-2.36272,86.71917
1018,1000101020,2.23418,-2.281366,86.803886
1019,1000101021,2.821509,-1.830487,86.635155
1020,1000101022,-87.393967,2.548773,0.526959
1021,1000101023,-88.239609,1.733148,0.316461
1022,1000101024,-87.801407,2.045544,0.804913
1023,1000101025,-86.846642,2.633203,1.735071
1024,1000101026,-87.437424,2.36239,0.99234
1025,1000101017,2.194794,-1.775061,87.176445
1026,1000101018,2.190948,-2.334759,86.797745
1027,1000101019,2.265601,-2.364478,86.723907
1028,1000101020,2.22616,-2.283728,86.808556
1029,1000101021,2.226709,-1.825928,87.111893
1030,1000101022,-87.395256,2.550421,0.539264
1031,1000101023,-88.809776,1.146039,0.307947
1032,1000101024,-87.80014,2.048346,0.820624
1033,1000101025,-86.849098,2.638422,1.724854
1034,1000101026,-87.431885,2.364642,0.990912
1035,1000101017,1.608124,-1.770886,87.604958
1036,1000101018,2.178589,-2.33009,86.80098
1037,1000101019,2.254175,-2.366894,86.729004
1038,1000101020,2.230335,-2.284827,86.807068
1039,1000101021,2.228302,-1.823291,87.123398
1040,1000101022,-87.966019,1.960455,0.548822
1041,1000101023,-88.808258,1.148456,0.311572
1042,1000101024,-88.328468,1.460742,0.811066
1043,1000101025,-87.323944,2.04884,1.722821
1044,1000101026,-87.966209,1.777478,0.993604
1045,1000101017,1.60719,-1.778247,87.600204
1046,1000101018,2.189026,-2.33031,86.798378
1047,1000101019,1.679041,-2.366345,87.098434
1048,1000101020,1.634491,-2.279663,87.193054
1049,1000101021,2.222424,-1.824115,87.116585
1050,1000101022,-87.967323,1.962598,0.535968
1051,1000101023,-88.811432,1.149664,0.315637
1052,1000101024,-88.33548,1.458545,0.806616
1053,1000101025,-87.326622,2.049939,1.721777
1054,1000101026,-87.961113,1.781818,0.99234
1055,1000101017,1.137524,-1.770666,87.89093
1056,1000101018,1.60351,-2.323444,87.176506
1057,1000101019,1.672339,-2.362939,87.099815
1058,1000101020,1.6396,-2.277686,87.193893
1059,1000101021,1.638446,-1.822632,87.546295
1060,1000101022,-87.968773,1.965179,0.543549
1061,1000101023,-89.359154,0.564258,0.307123
1062,1000101024,-88.327911,1.457831,0.804419
1063,1000101025,-87.328125,2.046808,1.71524
1064,1000101026,-87.962929,1.775775,0.988934
1065,1000101017,1.03299,-1.769952,87.950226
1066,1000101018,1.605157,-2.325146,87.174774
1067,1000101019,1.203552,-2.364423,87.344803
1068,1000101020,1.171692,-2.268567,87.446289
1069,1000101021,1.644379,-1.825378,87.544373
1070,1000101022,-88.521996,1.381256,0.54234
1071,1000101023,-89.360413,0.564423,0.303717
1072,1000101024,-88.820198,0.873962,0.808209
1073,1000101025,-87.749016,1.464532,1.715845
1074,1000101026,-88.450218,1.190753,0.989429
1075,1000101017,1.022443,-1.770996,87.952385
1076,1000101018,1.130328,-2.325366,87.414894
1077,1000101019,1.086932,-2.362555,87.39386
1078,1000101020,1.051502,-2.26593,87.495888
1079,1000101021,1.172076,-1.82417,87.831413
1080,1000101022,-88.517441,1.376752,0.545691
1081,1000101023,-89.684776,0.100635,0.299323
1082,1000101024,-88.811462,0.873798,0.803265
1083,1000101025,-87.748909,1.460742,1.713757
